,expedition,accession,extracted,3RAD,family,genus,species_epithet,locality,date,latitude,longitude,elevation,county,location,locality_habitat,crano_site_id,plant_description,RNA,historical,Photo notes,HUH,NYBG,KIB,notes
84,"2018 Eaton, McKenzie, Meek, Zuo",DE84,x,x,Orobanchaceae,Pedicularis,integrifolia,20,7/10/2018,"30°09'31.5"" N","100°33'57.9"" E",4177,Yajiang,On road from Litang to Yajiang.,Alpine Kobresia meadow.,,,,,,1,1,1,
85,"2018 Eaton, McKenzie, Meek, Zuo",DE86,,,Orobanchaceae,Pedicularis,rhynchodonta,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,Litang,,Wet meadow w/ adjacent Rhododendron thicket blending into pines.,,,,,3:50-5:30,1,1,1,
86,"2018 Eaton, McKenzie, Meek, Zuo",DE87,x,x,Orobanchaceae,Pedicularis,siphonantha,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,Litang,,Wet meadow w/ adjacent Rhododendron thicket blending into pines.,,,,,,1,1,1,
87,"2018 Eaton, McKenzie, Meek, Zuo",DE88,x,x,Orobanchaceae,Pedicularis,latituba,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,Litang,,Wet meadow w/ adjacent Rhododendron thicket blending into pines.,,,,,,1,1,1,
88,"2018 Eaton, McKenzie, Meek, Zuo",DE89,,,Orobanchaceae,Pedicularis,inaequilobata,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,Litang,,Wet meadow w/ adjacent Rhododendron thicket blending into pines.,,,,,,1,1,1,
89,"2018 Eaton, McKenzie, Meek, Zuo",DE90,x,x,Orobanchaceae,Pedicularis,rupicola subsp. zambalensis,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,Litang,,Wet meadow w/ adjacent Rhododendron thicket blending into pines.,,"Whitish yellow flowers, dark anthers. ",,,,1,1,0,
90,"2018 Eaton, McKenzie, Meek, Zuo",DE91,,,Orobanchaceae,Pedicularis,cranolopha var. longicornuta,22,7/10/2018,"29°59'09"" N","100°54'34.9"" E",3547,Yajiang,On side of the Yajiang River.,Wet sedge meadow.,,,,,7:20-7:40,1,1,1,
91,"2018 Eaton, McKenzie, Meek, Zuo",DE92,,,Orobanchaceae,Pedicularis,tatsienensis,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,Litang,,Wet Rhododendron thicket transitioning to meadow.,,Flowers purple with darker galea and white throat.,,,6:30-6:45,1,1,1,
92,"2018 Eaton, McKenzie, Meek, Zuo",DE93,,,Orobanchaceae,Pedicularis,anas,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,Litang,,Wet Rhododendron thicket transitioning to meadow.,,"Flowers purple with darker galea, lighter throat, and some dark venation.",,,,1,1,1,
93,"2018 Eaton, McKenzie, Meek, Zuo",DE94,,,Orobanchaceae,Pedicularis,urceolata,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,Litang,,Wet Rhododendron thicket transitioning to meadow.,,"Flowers purple with darker color on crest of galea, lighter throat to white, white hairs on corolla tube. ",,,,1,1,0,
94,"2018 Eaton, McKenzie, Meek, Zuo",DE95,,,Orobanchaceae,Pedicularis,inaequilobata,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,Litang,,Wet Rhododendron thicket transitioning to meadow.,,"Flowers with pink lower lips of corolla adaxial, lighter to white on abaxial. Galea yellow with red mottling. ",,,,1,1,0,
95,"2018 Eaton, McKenzie, Meek, Zuo",DE96,,,Orobanchaceae,Pedicularis,tongolensis,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,Litang,,Wet Rhododendron thicket transitioning to meadow.,,Flowers yellow. ,,,,1,1,1,
96,"2018 Eaton, McKenzie, Meek, Zuo",DE97,,,Ranunculaceae,Aquilegia,rockii,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,Yajiang,Road from Yajiang to Xinduqiaozhen.,"Forest edge and small meadow by ""A store"" and a stream in valley by curving bridge.",,"Flowers purple, no nectar spurs. ",,Former cranolopha sampling site 55.,10:40-11:30,1,1,1,
97,"2018 Eaton, McKenzie, Meek, Zuo",DE98,x,x,Orobanchaceae,Pedicularis,cranolopha,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,Yajiang,Road from Yajiang to Xinduqiaozhen.,"Forest edge and small meadow by ""A store"" and a stream in valley by curving bridge.",,,,Former cranolopha sampling site 55.,,1,1,1,
98,"2018 Eaton, McKenzie, Meek, Zuo",DE99,x,x,Orobanchaceae,Pedicularis,verticillata,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,Yajiang,Road from Yajiang to Xinduqiaozhen.,"Forest edge and small meadow by ""A store"" and a stream in valley by curving bridge.",,"Flowers with pink and white varieties present, unsure which DNA was collected from.",,Former cranolopha sampling site 55.,,1,1,1,
99,"2018 Eaton, McKenzie, Meek, Zuo",DE100,,,Ranunculaceae,Aconitum,sp.,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,Yajiang,Road from Yajiang to Xinduqiaozhen.,"Forest edge and small meadow by ""A store"" and a stream in valley by curving bridge.",,Flowers purple.,,Former cranolopha sampling site 55.,,1,1,1,
100,"2018 Eaton, McKenzie, Meek, Zuo",DE101,,,Fabaceae,Tibetia,sp.,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,Yajiang,Road from Yajiang to Xinduqiaozhen.,"Forest edge and small meadow by ""A store"" and a stream in valley by curving bridge.",,Flowers purple/magenta.,,Former cranolopha sampling site 55.,,1,1,1,
101,"2018 Eaton, McKenzie, Meek, Zuo",DE102,,,Fabaceae,Tibetia,sp.,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,Yajiang,Road from Yajiang to Xinduqiaozhen.,"Forest edge and small meadow by ""A store"" and a stream in valley by curving bridge.",,Flowers deep purple.,,Former cranolopha sampling site 55.,,1,1,1,
102,"2018 Eaton, McKenzie, Meek, Zuo",DE103,,,Orobanchaceae,Pedicularis,brevilabris,25,7/11/2018,"30°03'50.3"" N","101°18'59.9"" E",4100,Yajiang,On the old road from Yajiang to Xinduqiaozhen. Before peak at 4400m.,"Wet misty site. Pine, juniper, rhododendron shrubs, shrubby meadow on shale.",,Flowers white to pinkish with darkening to purple at tip of the galea. ,,,12:10-12:55,1,1,1,
103,"2018 Eaton, McKenzie, Meek, Zuo",DE104,,,Orobanchaceae,Pedicularis,polyodonta,25,7/11/2018,"30°03'50.3"" N","101°18'59.9"" E",4100,Yajiang,On the old road from Yajiang to Xinduqiaozhen. Before peak at 4400m.,"Wet misty site. Pine, juniper, rhododendron shrubs, shrubby meadow on shale.",,Flowers pale yellow. ID'd.,,,,1,1,1,
104,"2018 Eaton, McKenzie, Meek, Zuo",DE105,x,x,Orobanchaceae,Pedicularis,verticillata,25,7/11/2018,"30°03'50.3"" N","101°18'59.9"" E",4100,Yajiang,On the old road from Yajiang to Xinduqiaozhen. Before peak at 4400m.,"Wet misty site. Pine, juniper, rhododendron shrubs, shrubby meadow on shale.",,Flowers light purple with dark purple venation.,,,,1,0,0,
105,"2018 Eaton, McKenzie, Meek, Zuo",DE106,,,Orobanchaceae,Pedicularis,ingens,25,7/11/2018,"30°03'50.3"" N","101°18'59.9"" E",4100,Yajiang,On the old road from Yajiang to Xinduqiaozhen. Before peak at 4400m.,"Wet misty site. Pine, juniper, rhododendron shrubs, shrubby meadow on shale.",,,,,,1,1,1,
106,"2018 Eaton, McKenzie, Meek, Zuo",DE107,,,Orobanchaceae,Pedicularis,cyathophylla,25,7/11/2018,"30°03'50.3"" N","101°18'59.9"" E",4100,Yajiang,On the old road from Yajiang to Xinduqiaozhen. Before peak at 4400m.,"Wet misty site. Pine, juniper, rhododendron shrubs, shrubby meadow on shale.",,,,,,1,1,1,
107,"2018 Eaton, McKenzie, Meek, Zuo",DE108,,,Orobanchaceae,Pedicularis,cranolopha,25,7/11/2018,"30°03'50.3"" N","101°18'59.9"" E",4100,Yajiang,On the old road from Yajiang to Xinduqiaozhen. Before peak at 4400m.,"Wet misty site. Pine, juniper, rhododendron shrubs, shrubby meadow on shale.",,,,,,1,1,1,
108,"2018 Eaton, McKenzie, Meek, Zuo",DE109,,,Orobanchaceae,Pedicularis,mussotii,26,7/11/2018,"30°03'29"" N","101°20'30"" E",4331,Yajiang,On the old road from Yajiang to Xinduqiaozhen. Before peak at 4400m.,Very wet misty shrubby meadows on shale.,,,,,,1,1,0,
109,"2018 Eaton, McKenzie, Meek, Zuo",DE110,,,Orobanchaceae,Pedicularis,anas,26,7/11/2018,"30°03'29"" N","101°20'30"" E",4331,Yajiang,On the old road from Yajiang to Xinduqiaozhen. Before peak at 4400m.,Very wet misty shrubby meadows on shale.,,"Flowers with purple corolla, lighter throat, dark purple venation on lower lips. ",,,,1,1,1,
110,"2018 Eaton, McKenzie, Meek, Zuo",DE111,x,x,Orobanchaceae,Pedicularis,verticillata,27,7/11/2018,"30°02'59.9"" N","101°22'27.3"" E",4250,Yajiang,"On old road from Yajiang to Xinduqiaozhen, near police station.",Wet meadow with stream.,,Flowers white to light pink.,,,2:03,1,0,0,
111,"2018 Eaton, McKenzie, Meek, Zuo",DE112,x,x,Orobanchaceae,Pedicularis,rhinanthoides,27,7/11/2018,"30°02'59.9"" N","101°22'27.3"" E",4250,Yajiang,"On old road from Yajiang to Xinduqiaozhen, near police station.",Wet meadow with stream.,,,,,,1,1,1,
112,"2018 Eaton, McKenzie, Meek, Zuo",DE113,,,Orobanchaceae,Pedicularis,mussotii,28,7/11/2018,"30°03'00.3"" N","101°22'52.2"" E",4270,Kangding,Old road from Yajiang to Xinduqiaozhen.,Wet shrubby meadow on shale. Rhododendron thicket.,,,,,2:20-3:30,1,1,1,
113,"2018 Eaton, McKenzie, Meek, Zuo",DE114,x,x,Orobanchaceae,Pedicularis,rhinanthoides,28,7/11/2018,"30°03'00.3"" N","101°22'52.2"" E",4270,Kangding,Old road from Yajiang to Xinduqiaozhen.,Wet shrubby meadow on shale. Rhododendron thicket.,,,,,,1,1,1,
114,"2018 Eaton, McKenzie, Meek, Zuo",DE115,,,Orobanchaceae,Pedicularis,cephalantha,28,7/11/2018,"30°03'00.3"" N","101°22'52.2"" E",4270,Kangding,Old road from Yajiang to Xinduqiaozhen.,Wet shrubby meadow on shale. Rhododendron thicket.,,,,,,1,1,1,
115,"2018 Eaton, McKenzie, Meek, Zuo",DE116,,,Orobanchaceae,Pedicularis,souliei,28,7/11/2018,"30°03'00.3"" N","101°22'52.2"" E",4270,Kangding,Old road from Yajiang to Xinduqiaozhen.,Wet shrubby meadow on shale. Rhododendron thicket.,,,,,,1,1,1,
116,"2018 Eaton, McKenzie, Meek, Zuo",DE117,,,Orobanchaceae,Pedicularis,sp.,28,7/11/2018,"30°03'00.3"" N","101°22'52.2"" E",4270,Kangding,Old road from Yajiang to Xinduqiaozhen.,Wet shrubby meadow on shale. Rhododendron thicket.,,Flowers white with purple/black galea.,,,,1,1,1,
117,"2018 Eaton, McKenzie, Meek, Zuo",DE118,x,x,Orobanchaceae,Pedicularis,verticillata subsp. verticillata,28,7/11/2018,"30°03'00.3"" N","101°22'52.2"" E",4270,Kangding,Old road from Yajiang to Xinduqiaozhen.,Wet shrubby meadow on shale. Rhododendron thicket.,,"Flowers white, lower lips with dark purple venation and dark purple galea. Lines of white hairs on stem. ",,,,1,1,1,
118,"2018 Eaton, McKenzie, Meek, Zuo",DE119,x,x,Orobanchaceae,Pedicularis,szetschuanica,28,7/11/2018,"30°03'00.3"" N","101°22'52.2"" E",4270,Kangding,Old road from Yajiang to Xinduqiaozhen.,Wet shrubby meadow on shale. Rhododendron thicket.,,Flowers purple with dark purple galea. ,,,,1,0,0,
119,"2018 Eaton, McKenzie, Meek, Zuo",DE120,,,Orobanchaceae,Pedicularis,fetisowii,28,7/11/2018,"30°03'00.3"" N","101°22'52.2"" E",4270,Kangding,Old road from Yajiang to Xinduqiaozhen.,Wet shrubby meadow on shale. Rhododendron thicket.,,,,,,1,1,1,
120,"2018 Eaton, McKenzie, Meek, Zuo",DE121,,,Orobanchaceae,Pedicularis,cranolopha,29,7/11/2018,"30°03'01.3"" N","101°23'46.2"" E",4047,Kangding,On old road from Yajiang to Xinduqiaozhen near end.,"Alpine meadow, dry shrubby, Rosa.",,First time seeing long tube cranolopha after seeing short tube since Yajiang.,,,3:41-4:07,1,1,1,
121,"2018 Eaton, McKenzie, Meek, Zuo",DE122,,,Orobanchaceae,Pedicularis,brevilabris,30,7/11/2018,"30°16'42.8"" N","101°31'24.8"" E",3635,Kangding,Boulder strewn area along river with Tibetan scripts and stories and old dangerous walking bridge for tourists.,"Dry, shrubby, rocky.",,Flowers white to fading purple/black at tip of galea. ,,,4:44-5:15,1,1,1,
122,"2018 Eaton, McKenzie, Meek, Zuo",DE123,x,x,Orobanchaceae,Pedicularis,lachnoglossa,30,7/11/2018,"30°16'42.8"" N","101°31'24.8"" E",3635,Kangding,Boulder strewn area along river with Tibetan scripts and stories and old dangerous walking bridge for tourists.,"Dry, shrubby, rocky.",,,,,,1,1,1,
123,"2018 Eaton, McKenzie, Meek, Zuo",DE124,x,x,Orobanchaceae,Pedicularis,verticillata,30,7/11/2018,"30°16'42.8"" N","101°31'24.8"" E",3635,Kangding,Boulder strewn area along river with Tibetan scripts and stories and old dangerous walking bridge for tourists.,"Dry, shrubby, rocky.",,"Flowers white, dark anthers visible as spots through translucent galea. ",,,,1,1,0,
124,"2018 Eaton, McKenzie, Meek, Zuo",DE125,x,x,Orobanchaceae,Pedicularis,rhinanthoides,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,,,,5:55-7:15,1,1,1,
125,"2018 Eaton, McKenzie, Meek, Zuo",DE126,,,Orobanchaceae,Pedicularis,lutescens,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,,,,,1,1,1,
126,"2018 Eaton, McKenzie, Meek, Zuo",DE127,,,Orobanchaceae,Pedicularis,brevilabris,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,Flowers white fading to black at tip of galea. ,,,,1,1,1,
127,"2018 Eaton, McKenzie, Meek, Zuo",DE128,x,x,Orobanchaceae,Pedicularis,verticillata,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,Flowers dark purple.,,,,1,1,1,
128,"2018 Eaton, McKenzie, Meek, Zuo",DE129,,,Orobanchaceae,Pedicularis,densispica,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,,,,,1,1,1,
129,"2018 Eaton, McKenzie, Meek, Zuo",DE130,x,x,Orobanchaceae,Pedicularis,integrifolia,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,,,,,1,1,1,
130,"2018 Eaton, McKenzie, Meek, Zuo",DE131,,,Orobanchaceae,Pedicularis,cranolopha,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,,,,,1,1,1,
131,"2018 Eaton, McKenzie, Meek, Zuo",DE132,x,x,Orobanchaceae,Pedicularis,longiflora,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,,,,,1,1,1,
132,"2018 Eaton, McKenzie, Meek, Zuo",DE133,,,Orobanchaceae,Euphrasia,sp.,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,,,,,1,1,1,
133,"2018 Eaton, McKenzie, Meek, Zuo",DE134,,,Orobanchaceae,Phtheirospermum,tenuisecta,31,7/11/2018,"30°25'09"" N","101°32'53"" E",3605,Dawu,"Small bridge over stream to reach alpine meadow, fenced on one side of road for long distance. We climbed it.",Kobresia meadow and wet meadow; hilly area.,,,,,,1,1,1,
134,"2018 Eaton, McKenzie, Meek, Zuo",DE135,x,x,Orobanchaceae,Pedicularis,kansuensis,32,7/11/2018,"30°28'07.5"" N","101°30'35.2"" E",3501,Dawu,Near Bamei in small village.,Disturbed roadside. First transition from purple to white in kansuensis.,,Flowers white. ,,,7:25-7:40,1,1,1,
135,"2018 Eaton, McKenzie, Meek, Zuo",DE136,x,x,Orobanchaceae,Pedicularis,kansuensis,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,,,,9:56-11:05,1,0,0,
136,"2018 Eaton, McKenzie, Meek, Zuo",DE137,x,x,Orobanchaceae,Pedicularis,cranolopha,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,,,,,1,1,1,
137,"2018 Eaton, McKenzie, Meek, Zuo",DE138,x,x,Orobanchaceae,Pedicularis,lachnoglossa,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,,,,,1,1,1,
138,"2018 Eaton, McKenzie, Meek, Zuo",DE139,,,Orobanchaceae,Pedicularis,batangensis,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,Flowers white with purple galea crest. ,,,,1,1,1,
139,"2018 Eaton, McKenzie, Meek, Zuo",DE140,x,x,Orobanchaceae,Pedicularis,rhinanthoides,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,,,,,1,1,1,
140,"2018 Eaton, McKenzie, Meek, Zuo",DE141,x,x,Orobanchaceae,Pedicularis,longiflora,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,,,,,1,1,1,
141,"2018 Eaton, McKenzie, Meek, Zuo",DE142,x,x,Orobanchaceae,Pedicularis,verticillata,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,Flowers white.,,,,1,1,1,
142,"2018 Eaton, McKenzie, Meek, Zuo",DE143,x,x,Orobanchaceae,Pedicularis,integrifolia,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,,,,,1,1,1,
143,"2018 Eaton, McKenzie, Meek, Zuo",DE144,,,Orobanchaceae,Pedicularis,lutescens,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,,,,,1,1,1,
144,"2018 Eaton, McKenzie, Meek, Zuo",DE145,,,Orobanchaceae,Pedicularis,densispica,33,7/12/2018,"30°34'37.3""N","101°25'04.7"" E",3450,Dawu,On road from Bamei to Dawu.,Grazed meadow near stream.,,,,,,1,1,1,
145,"2018 Eaton, McKenzie, Meek, Zuo",DE146,,,Fabaceae,?,sp.,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,Flowers with purple exterior and yellow interior.,,,11:16-12:27,1,1,1,
146,"2018 Eaton, McKenzie, Meek, Zuo",DE147,x,x,Orobanchaceae,Pedicularis,lachnoglossa,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,,,,,1,1,1,
147,"2018 Eaton, McKenzie, Meek, Zuo",DE148,x,x,Orobanchaceae,Pedicularis,verticillata,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,Flowers white.,,,,1,1,1,
148,"2018 Eaton, McKenzie, Meek, Zuo",DE149,,,Orobanchaceae,Pedicularis,lutescens,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,,,,,1,0,0,
149,"2018 Eaton, McKenzie, Meek, Zuo",DE150,,,Orobanchaceae,Pedicularis,brevilabris,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,Flowers white fading to dark purple at tip of galea.,21.0,,,1,1,1,
150,"2018 Eaton, McKenzie, Meek, Zuo",DE151,,,Orobanchaceae,Pedicularis,cranolopha,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,,,,,1,1,1,
151,"2018 Eaton, McKenzie, Meek, Zuo",DE152,x,x,Orobanchaceae,Pedicularis,integrifolia,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,,20.0,,,1,1,1,
152,"2018 Eaton, McKenzie, Meek, Zuo",DE153,x,x,Orobanchaceae,Pedicularis,rhinanthoides,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,,,,,1,1,1,
153,"2018 Eaton, McKenzie, Meek, Zuo",DE154,x,x,Orobanchaceae,Pedicularis,longiflora,34,7/12/2018,"30°38'35.2""N","101°24'14.9"" E",3587,Dawu,On road from Bamei to Dawu.,Wet meadow beside stream.,,Flowers yellow with two red spots on lower lip. Corolla tube yellow fading to red at the base. ,,,,1,1,1,
154,"2018 Eaton, McKenzie, Meek, Zuo",DE155,x,x,Orobanchaceae,Pedicularis,integrifolia,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,,,,12:50-2:08,1,1,1,
155,"2018 Eaton, McKenzie, Meek, Zuo",DE156,x,x,Orobanchaceae,Pedicularis,longiflora,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,,,,,1,0,0,
156,"2018 Eaton, McKenzie, Meek, Zuo",DE157,,,Orobanchaceae,Pedicularis,szetschuanica,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,,,,,1,1,1,
157,"2018 Eaton, McKenzie, Meek, Zuo",DE158,,,Orobanchaceae,Pedicularis,brevilabris,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,,,,,1,1,1,
158,"2018 Eaton, McKenzie, Meek, Zuo",DE159,x,x,Orobanchaceae,Pedicularis,rhinanthoides,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,,,,,1,1,1,
159,"2018 Eaton, McKenzie, Meek, Zuo",DE160,x,x,Orobanchaceae,Pedicularis,siphonantha,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,,,,,1,1,1,
160,"2018 Eaton, McKenzie, Meek, Zuo",DE161,x,x,Orobanchaceae,Pedicularis,lachnoglossa,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,,,,,1,1,1,
161,"2018 Eaton, McKenzie, Meek, Zuo",DE162,x,x,Orobanchaceae,Pedicularis,kansuensis,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,Flowers pale yellow. ,,,,1,1,1,
162,"2018 Eaton, McKenzie, Meek, Zuo",DE163,x,x,Orobanchaceae,Pedicularis,kansuensis,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,Flowers light purple.,,,,1,1,1,
163,"2018 Eaton, McKenzie, Meek, Zuo",DE164,x,x,Orobanchaceae,Pedicularis,decorissima,35,7/12/2018,"30°42'42.6"" N","101°21'51.6"" E",3761,Dawu,Road from Bamei to Dawu.,Meadow with stream and scattered shrubs.,,,23.0,,,1,1,1,
